Geneid,log2FoldChange,pvalue,-log10(pvalue),comparison,Regulation,JGI_annotation,KEGG_annotation
jgi|Sacce1|6092|YPL256C,-3.2044621443623282,5.3015760828221184e-05,4.275595001659792,GNUR / EBY,Downregulated,,K06650 G1/S-specific cyclin CLN2 | (RefSeq) CLN2; cyclin CLN2
jgi|Sacce1|3274|YJL157C,-3.2268092986562382,1.5022559452511846e-06,5.823256068569726,GNUR / EBY,Downregulated,,K06652 cyclin-dependent kinase inhibitor FAR1 | (RefSeq) FAR1; cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1
jgi|Sacce1|5126|YNL248C,-3.2508787531532577,2.2617885037394056e-06,5.6455480077011195,GNUR / EBY,Downregulated,DNA-directed RNA polymerase,K03005 DNA-directed RNA polymerase I subunit RPA49 | (RefSeq) RPA49; DNA-directed RNA polymerase I subunit RPA49
jgi|Sacce1|5318|YNL066W,-3.509182177299863,4.485151404357629e-05,4.3482228919805985,GNUR / EBY,Downregulated,,"K01238 SUN family beta-glucosidase [EC:3.2.1.-] | (RefSeq) SUN4, SCW3; putative glucosidase SUN4"
jgi|Sacce1|1608|YIL158W,-3.9133930961543073,5.562027195384999e-05,4.254766891995275,GNUR / EBY,Downregulated,,no KO assigned | (RefSeq) AIM20; Aim20p
jgi|Sacce1|3110|YHR143W,-3.955956609541624,5.81809962141284e-05,4.235218846743228,GNUR / EBY,Downregulated,,no KO assigned | (RefSeq) DSE2; Dse2p
jgi|Sacce1|342|YBR092C,-4.156542633694433,8.212920239556968e-05,4.085502394838397,GNUR / EBY,Downregulated,Acid phosphatase,K01078 acid phosphatase [EC:3.1.3.2] | (RefSeq) PHO3; acid phosphatase PHO3
jgi|Sacce1|780|YDL227C,-5.295869004067438,6.198227000040923e-06,5.207732522472359,GNUR / EBY,Downregulated,,no KO assigned | (RefSeq) HO; Hop
jgi|Sacce1|2109|YER150W,7.06426064991377,6.630852316796872e-05,4.178430644643326,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) SPI1; Spi1p
jgi|Sacce1|2616|YGR043C,6.510415920634652,3.3444370219792608e-06,5.475676977694426,GNUR / EBY,Upregulated,Transaldolase,K00616 transaldolase [EC:2.2.1.2] | (RefSeq) NQM1; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1
jgi|Sacce1|2174|YFL052W,4.650639186122314,8.213450240386601e-05,4.085474369604694,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) ZNF1; DNA-binding domain containing protein
jgi|Sacce1|1858|YEL057C,4.5416998766130625,4.9353430934278204e-05,4.306682650815384,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) SDD1; Sdd1p
jgi|Sacce1|3550|YJR115W,4.308666612232184,9.552433511893593e-05,4.019885976462711,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) uncharacterized protein
jgi|Sacce1|334|YBR085C-A,4.230200618814242,2.6182814330378938e-05,4.581983673963141,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) uncharacterized protein
jgi|Sacce1|4711|YMR034C,3.7557356330970078,2.074666434705674e-05,4.683051719294931,GNUR / EBY,Upregulated,,"K14347 solute carrier family 10 (sodium/bile acid cotransporter), member 7 | (RefSeq) RCH1; Rch1p"
jgi|Sacce1|3980|YLL039C,3.56091153251444,8.050119769978156e-05,4.094197658134782,GNUR / EBY,Upregulated,,"K08770 ubiquitin C | (RefSeq) UBI4, SCD2, UB14; ubiquitin"
jgi|Sacce1|5331|YNL052W,3.323121636977874,4.360089095947803e-06,5.360504636079317,GNUR / EBY,Upregulated,Cytochrome-c oxidase,K02263 cytochrome c oxidase subunit 4 | (RefSeq) COX5A; cytochrome c oxidase subunit Va
jgi|Sacce1|5100|YNL274C,3.288178270000542,1.6693177672766516e-07,6.777460984208208,GNUR / EBY,Upregulated,Gluconate 2-dehydrogenase,K00015 glyoxylate reductase [EC:1.1.1.26] | (RefSeq) GOR1; glyoxylate reductase
jgi|Sacce1|3332|YJL102W,3.281224529059906,1.4083214161857131e-05,4.851298216397276,GNUR / EBY,Upregulated,,K02355 elongation factor G | (RefSeq) MEF2; Mef2p
jgi|Sacce1|6102|YPL248C,3.249251443417564,5.625401962470999e-05,4.249846439643979,GNUR / EBY,Upregulated,,"K09241 transcriptional regulatory protein GAL4 | (RefSeq) GAL4, GAL81; galactose-responsive transcription factor GAL4"
jgi|Sacce1|1902|YEL020C,3.0690919365735683,4.8050354777569534e-05,4.318303401390401,GNUR / EBY,Upregulated,Carbon-carbon lyases,K12261 2-hydroxyacyl-CoA lyase [EC:4.1.2.63] | (RefSeq) PXP1; putative indolepyruvate decarboxylase family protein
jgi|Sacce1|358|YBR108W,3.0475688397227247,2.6585415419267488e-05,4.575356549083638,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) AIM3; Aim3p
jgi|Sacce1|568|YBR298C,3.038212958139316,4.5412300478181275e-05,4.342826497225353,GNUR / EBY,Upregulated,L-arabinose isomerase,"K08141 MFS transporter, SP family, general alpha glucoside:H+ symporter | (RefSeq) MAL31; maltose permease"
jgi|Sacce1|4057|YLR038C,3.0275984805258624,6.892658983660272e-05,4.161613207822106,GNUR / EBY,Upregulated,Cytochrome-c oxidase,K02267 cytochrome c oxidase subunit 6b | (RefSeq) COX12; cytochrome c oxidase subunit VIb
jgi|Sacce1|5290|YNL092W,3.02359297027068,6.970274528327508e-06,5.156750116623678,GNUR / EBY,Upregulated,,K19787 carnosine N-methyltransferase [EC:2.1.1.22] | (RefSeq) S-adenosylmethionine-dependent methyltransferase
jgi|Sacce1|693|YCR045C,3.0205957629170603,1.5095657801719294e-05,4.821147957603953,GNUR / EBY,Upregulated,Serine endopeptidases,"K14644 subtilase-type proteinase RRT12 [EC:3.4.21.-] | (RefSeq) RRT12, OSW3; Rrt12p"
jgi|Sacce1|4129|YLR109W,2.979783810454116,4.143516204244598e-07,6.38263095840101,GNUR / EBY,Upregulated,,K14171 alkyl hydroperoxide reductase 1 [EC:1.11.1.24] | (RefSeq) AHP1; thioredoxin peroxidase AHP1
jgi|Sacce1|1252|YDR223W,2.9674885320541264,9.842744560447514e-05,4.006883785586925,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) CRF1; Crf1p
jgi|Sacce1|5943|YOR285W,2.9392665156659263,3.888809828958637e-05,4.4101832942537404,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) RDL1; thiosulfate sulfurtransferase RDL1
jgi|Sacce1|2951|YHR008C,2.88920927955554,7.350574720084293e-06,5.133678703364332,GNUR / EBY,Upregulated,Superoxide dismutase,"K04564 superoxide dismutase, Fe-Mn family [EC:1.15.1.1] | (RefSeq) SOD2; superoxide dismutase SOD2"
jgi|Sacce1|538|YBR269C,2.8355149347959814,8.668209855381242e-05,4.062070583054708,GNUR / EBY,Upregulated,,"no KO assigned | (RefSeq) SDH8, FMP21; Sdh8p"
jgi|Sacce1|300|YBR056W-A,2.8047811383110153,2.5921234537605298e-05,4.586344318383931,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) MNC1; Mnc1p
jgi|Sacce1|3002|YHR051W,2.7657509200819583,8.254705340382544e-05,4.083298424682213,GNUR / EBY,Upregulated,Cytochrome-c oxidase,K02264 cytochrome c oxidase subunit 5a | (RefSeq) COX6; cytochrome c oxidase subunit VI
jgi|Sacce1|2894|YHL041W,2.7615071922644767,7.302562986424615e-05,4.136524688440181,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) uncharacterized protein
jgi|Sacce1|4446|YLR395C,2.709336359551249,4.2374112232478e-05,4.372899387469093,GNUR / EBY,Upregulated,Cytochrome-c oxidase,K02272 cytochrome c oxidase subunit 7c | (RefSeq) COX8; cytochrome c oxidase subunit VIII
jgi|Sacce1|6279|YPL078C,2.6355211476449885,5.6259918261279065e-05,4.249800903146666,GNUR / EBY,Upregulated,H(+)-transporting two-sector ATPase,"K02127 F-type H+-transporting ATPase subunit b | (RefSeq) ATP4, LPF7; F1F0 ATP synthase subunit 4"
jgi|Sacce1|5805|YOR152C,2.6313124794428515,2.888942199467277e-05,4.539261147218984,GNUR / EBY,Upregulated,,K28118 autophagy-related protein 40 | (RefSeq) ATG40; Atg40p
jgi|Sacce1|6422|YPR061C,2.6273300405849653,2.64135594342586e-05,4.578173070262394,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) JID1; Jid1p
jgi|Sacce1|3686|YKL142W,2.6218224567925303,1.7332675211022723e-07,6.76113440094914,GNUR / EBY,Upregulated,,"no KO assigned | (RefSeq) MRP8, YKL3; Mrp8p"
jgi|Sacce1|5686|YOR036W,2.564287198937413,3.1400374695023284e-05,4.503065169537928,GNUR / EBY,Upregulated,,"no KO assigned | (RefSeq) PEP12, VPL6, VPS6, VPT13; SNAP receptor PEP12"
jgi|Sacce1|3067|YHR104W,2.5280844206535775,3.9631857591203185e-05,4.401955571301883,GNUR / EBY,Upregulated,,K17743 D-xylose reductase [EC:1.1.1.307 1.1.1.430 1.1.1.431] | (RefSeq) GRE3; trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))
jgi|Sacce1|5393|YNR007C,2.4927407580241874,1.9583943466872097e-05,4.708099853214114,GNUR / EBY,Upregulated,,"K08343 ubiquitin-like-conjugating enzyme ATG3 | (RefSeq) ATG3, APG3, AUT1; Atg3p"
jgi|Sacce1|4073|YLR054C,2.4081165703832843,2.1124718428195694e-05,4.675209071059729,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) OSW2; Osw2p
jgi|Sacce1|2717|YGR141W,2.4052568044921308,4.1905194915233584e-05,4.377732134953269,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) VPS62; Vps62p
jgi|Sacce1|1571|YDR525W-A,2.3561396812338438,9.819642582593838e-06,5.0079043194668325,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) SNA2; Sna2p
jgi|Sacce1|5690|YOR040W,2.303811690269502,1.2087405035627653e-06,5.917666924918447,GNUR / EBY,Upregulated,Hydroxyacylglutathione hydrolase,K01069 hydroxyacylglutathione hydrolase [EC:3.1.2.6] | (RefSeq) GLO4; hydroxyacylglutathione hydrolase GLO4
jgi|Sacce1|1965|YER035W,2.260203891709088,1.3458352198126515e-06,5.871008110622372,GNUR / EBY,Upregulated,,K18759 enhancer of mRNA-decapping protein 1/2 | (RefSeq) EDC2; Edc2p
jgi|Sacce1|3798|YKL038W,2.251261275791217,3.1835072778999776e-05,4.497094152946931,GNUR / EBY,Upregulated,,K21641 glucose transport transcription regulator RGT1 | (RefSeq) RGT1; Rgt1p
jgi|Sacce1|4743|YMR068W,2.193384783318018,3.040371796458989e-05,4.517073304786845,GNUR / EBY,Upregulated,,K25576 target of rapamycin complex 2 subunit AVO2 | (RefSeq) AVO2; Avo2p
jgi|Sacce1|2098|YER142C,2.1773362219341865,1.250694018688453e-05,4.9028489271163895,GNUR / EBY,Upregulated,DNA-3-methyladenine glycosylase II,"K01247 DNA-3-methyladenine glycosylase II [EC:3.2.2.21] | (RefSeq) MAG1, MMS5; DNA-3-methyladenine glycosylase II"
jgi|Sacce1|1328|YDR298C,2.1681284818405477,2.064579935031906e-08,7.685168297739041,GNUR / EBY,Upregulated,H(+)-transporting two-sector ATPase,"K02137 F-type H+-transporting ATPase subunit O | (RefSeq) ATP5, OSC1; F1F0 ATP synthase subunit 5"
jgi|Sacce1|282|YBR039W,2.162679765891531,9.578654676877036e-05,4.018695483347019,GNUR / EBY,Upregulated,H(+)-transporting two-sector ATPase,K02136 F-type H+-transporting ATPase subunit gamma | (RefSeq) ATP3; F1F0 ATP synthase subunit gamma
jgi|Sacce1|2826|YGR244C,2.1619100160437976,4.775320997192862e-06,5.320997429813433,GNUR / EBY,Upregulated,Succinate--CoA ligase (GDP-forming),K01900 succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5] | (RefSeq) LSC2; succinate--CoA ligase (GDP-forming) subunit beta
jgi|Sacce1|5379|YNL006W,2.144534977812213,2.811839939633687e-05,4.551009404602534,GNUR / EBY,Upregulated,2-acetyl-1-alkylglycerophosphocholine esterase,K08266 target of rapamycin complex subunit LST8 | (RefSeq) LST8; TOR complex subunit LST8
jgi|Sacce1|6172|YPL181W,2.128582770554091,4.646980767439805e-05,4.332829124941413,GNUR / EBY,Upregulated,Adenosinetriphosphatase,"no KO assigned | (RefSeq) CTI6, RXT1; Cti6p"
jgi|Sacce1|139|YBL095W,2.114829001220745,9.8752441850515e-07,6.005452156773979,GNUR / EBY,Upregulated,,no KO assigned | (RefSeq) MRX3; Mrx3p
jgi|Sacce1|4337|YLR294C,2.0913095076651222,4.295140123520843e-05,4.367022663292758,GNUR / EBY,Upregulated,,
jgi|Sacce1|6334|YPL024W,2.0511267964517956,1.1264053815919059e-07,6.948305283281788,GNUR / EBY,Upregulated,,"K15364 RecQ-mediated genome instability protein 1 | (RefSeq) RMI1, NCE4; Rmi1p"
jgi|Sacce1|3368|YJL068C,2.0427679926102202,2.1336697480811246e-07,6.670872800321718,GNUR / EBY,Upregulated,Carboxylic ester hydrolases,K01070 S-formylglutathione hydrolase [EC:3.1.2.12] | (RefSeq) S-formylglutathione hydrolase
jgi|Sacce1|296|YBR053C,2.014403807196308,2.608566853407174e-05,4.583598028524209,GNUR / EBY,Upregulated,Gluconolactonase,no KO assigned | (RefSeq) uncharacterized protein
jgi|Sacce1|4230|YLR193C,2.0037911051258672,7.564342848116545e-05,4.1212287953120885,GNUR / EBY,Upregulated,,"K27964 PRELI domain-containing protein 1, mitochondrial | (RefSeq) UPS1; Ups1p"
